series_id,series_url,config_url
5714,https://www.autohome.com.cn/5714,https://www.autohome.com.cn/config/series/5714.html#pvareaid=3454437
7806,https://www.autohome.com.cn/7806,https://www.autohome.com.cn/config/series/7806.html#pvareaid=3454437
5964,https://www.autohome.com.cn/5964,https://www.autohome.com.cn/config/series/5964.html#pvareaid=3454437
448,https://www.autohome.com.cn/448,https://www.autohome.com.cn/config/series/448.html#pvareaid=3454437
7793,https://www.autohome.com.cn/7793,https://www.autohome.com.cn/config/series/7793.html#pvareaid=3454437
6814,https://www.autohome.com.cn/6814,https://www.autohome.com.cn/config/series/6814.html#pvareaid=3454437
8087,https://www.autohome.com.cn/8087,https://www.autohome.com.cn/config/series/8087.html#pvareaid=3454437
442,https://www.autohome.com.cn/442,https://www.autohome.com.cn/config/series/442.html#pvareaid=3454437
6762,https://www.autohome.com.cn/6762,https://www.autohome.com.cn/config/series/6762.html#pvareaid=3454437
770,https://www.autohome.com.cn/770,https://www.autohome.com.cn/config/series/770.html#pvareaid=3454437
614,https://www.autohome.com.cn/614,https://www.autohome.com.cn/config/series/614.html#pvareaid=3454437
6004,https://www.autohome.com.cn/6004,https://www.autohome.com.cn/config/series/6004.html#pvareaid=3454437
6674,https://www.autohome.com.cn/6674,https://www.autohome.com.cn/config/series/6674.html#pvareaid=3454437
8171,https://www.autohome.com.cn/8171,https://www.autohome.com.cn/config/series/8171.html#pvareaid=3454437
7538,https://www.autohome.com.cn/7538,https://www.autohome.com.cn/config/series/7538.html#pvareaid=3454437
5769,https://www.autohome.com.cn/5769,https://www.autohome.com.cn/config/series/5769.html#pvareaid=3454437
110,https://www.autohome.com.cn/110,https://www.autohome.com.cn/config/series/110.html#pvareaid=3454437
4274,https://www.autohome.com.cn/4274,https://www.autohome.com.cn/config/series/4274.html#pvareaid=3454437
5770,https://www.autohome.com.cn/5770,https://www.autohome.com.cn/config/series/5770.html#pvareaid=3454437
7578,https://www.autohome.com.cn/7578,https://www.autohome.com.cn/config/series/7578.html#pvareaid=3454437
528,https://www.autohome.com.cn/528,https://www.autohome.com.cn/config/series/528.html#pvareaid=3454437
7588,https://www.autohome.com.cn/7588,https://www.autohome.com.cn/config/series/7588.html#pvareaid=3454437
4744,https://www.autohome.com.cn/4744,https://www.autohome.com.cn/config/series/4744.html#pvareaid=3454437
496,https://www.autohome.com.cn/496,https://www.autohome.com.cn/config/series/496.html#pvareaid=3454437
8003,https://www.autohome.com.cn/8003,https://www.autohome.com.cn/config/series/8003.html#pvareaid=3454437
8189,https://www.autohome.com.cn/8189,https://www.autohome.com.cn/config/series/8189.html#pvareaid=3454437
7382,https://www.autohome.com.cn/7382,https://www.autohome.com.cn/config/series/7382.html#pvareaid=3454437
6998,https://www.autohome.com.cn/6998,https://www.autohome.com.cn/config/series/6998.html#pvareaid=3454437
6139,https://www.autohome.com.cn/6139,https://www.autohome.com.cn/config/series/6139.html#pvareaid=3454437
6643,https://www.autohome.com.cn/6643,https://www.autohome.com.cn/config/series/6643.html#pvareaid=3454437
8158,https://www.autohome.com.cn/8158,https://www.autohome.com.cn/config/series/8158.html#pvareaid=3454437
7981,https://www.autohome.com.cn/7981,https://www.autohome.com.cn/config/series/7981.html#pvareaid=3454437
6924,https://www.autohome.com.cn/6924,https://www.autohome.com.cn/config/series/6924.html#pvareaid=3454437
314,https://www.autohome.com.cn/314,https://www.autohome.com.cn/config/series/314.html#pvareaid=3454437
6414,https://www.autohome.com.cn/6414,https://www.autohome.com.cn/config/series/6414.html#pvareaid=3454437
78,https://www.autohome.com.cn/78,https://www.autohome.com.cn/config/series/78.html#pvareaid=3454437
8086,https://www.autohome.com.cn/8086,https://www.autohome.com.cn/config/series/8086.html#pvareaid=3454437
6962,https://www.autohome.com.cn/6962,https://www.autohome.com.cn/config/series/6962.html#pvareaid=3454437
2429,https://www.autohome.com.cn/2429,https://www.autohome.com.cn/config/series/2429.html#pvareaid=3454437
4410,https://www.autohome.com.cn/4410,https://www.autohome.com.cn/config/series/4410.html#pvareaid=3454437
7231,https://www.autohome.com.cn/7231,https://www.autohome.com.cn/config/series/7231.html#pvareaid=3454437
6428,https://www.autohome.com.cn/6428,https://www.autohome.com.cn/config/series/6428.html#pvareaid=3454437
8006,https://www.autohome.com.cn/8006,https://www.autohome.com.cn/config/series/8006.html#pvareaid=3454437
6664,https://www.autohome.com.cn/6664,https://www.autohome.com.cn/config/series/6664.html#pvareaid=3454437
4701,https://www.autohome.com.cn/4701,https://www.autohome.com.cn/config/series/4701.html#pvareaid=3454437
4693,https://www.autohome.com.cn/4693,https://www.autohome.com.cn/config/series/4693.html#pvareaid=3454437
66,https://www.autohome.com.cn/66,https://www.autohome.com.cn/config/series/66.html#pvareaid=3454437
7650,https://www.autohome.com.cn/7650,https://www.autohome.com.cn/config/series/7650.html#pvareaid=3454437
5179,https://www.autohome.com.cn/5179,https://www.autohome.com.cn/config/series/5179.html#pvareaid=3454437
4745,https://www.autohome.com.cn/4745,https://www.autohome.com.cn/config/series/4745.html#pvareaid=3454437
197,https://www.autohome.com.cn/197,https://www.autohome.com.cn/config/series/197.html#pvareaid=3454437
18,https://www.autohome.com.cn/18,https://www.autohome.com.cn/config/series/18.html#pvareaid=3454437
3554,https://www.autohome.com.cn/3554,https://www.autohome.com.cn/config/series/3554.html#pvareaid=3454437
8045,https://www.autohome.com.cn/8045,https://www.autohome.com.cn/config/series/8045.html#pvareaid=3454437
5393,https://www.autohome.com.cn/5393,https://www.autohome.com.cn/config/series/5393.html#pvareaid=3454437
6651,https://www.autohome.com.cn/6651,https://www.autohome.com.cn/config/series/6651.html#pvareaid=3454437
7740,https://www.autohome.com.cn/7740,https://www.autohome.com.cn/config/series/7740.html#pvareaid=3454437
5205,https://www.autohome.com.cn/5205,https://www.autohome.com.cn/config/series/5205.html#pvareaid=3454437
4962,https://www.autohome.com.cn/4962,https://www.autohome.com.cn/config/series/4962.html#pvareaid=3454437
4683,https://www.autohome.com.cn/4683,https://www.autohome.com.cn/config/series/4683.html#pvareaid=3454437
5279,https://www.autohome.com.cn/5279,https://www.autohome.com.cn/config/series/5279.html#pvareaid=3454437
5472,https://www.autohome.com.cn/5472,https://www.autohome.com.cn/config/series/5472.html#pvareaid=3454437
7225,https://www.autohome.com.cn/7225,https://www.autohome.com.cn/config/series/7225.html#pvareaid=3454437
4851,https://www.autohome.com.cn/4851,https://www.autohome.com.cn/config/series/4851.html#pvareaid=3454437
8042,https://www.autohome.com.cn/8042,https://www.autohome.com.cn/config/series/8042.html#pvareaid=3454437
7712,https://www.autohome.com.cn/7712,https://www.autohome.com.cn/config/series/7712.html#pvareaid=3454437
7165,https://www.autohome.com.cn/7165,https://www.autohome.com.cn/config/series/7165.html#pvareaid=3454437
7076,https://www.autohome.com.cn/7076,https://www.autohome.com.cn/config/series/7076.html#pvareaid=3454437
7674,https://www.autohome.com.cn/7674,https://www.autohome.com.cn/config/series/7674.html#pvareaid=3454437
6002,https://www.autohome.com.cn/6002,https://www.autohome.com.cn/config/series/6002.html#pvareaid=3454437
3556,https://www.autohome.com.cn/3556,https://www.autohome.com.cn/config/series/3556.html#pvareaid=3454437
5273,https://www.autohome.com.cn/5273,https://www.autohome.com.cn/config/series/5273.html#pvareaid=3454437
6950,https://www.autohome.com.cn/6950,https://www.autohome.com.cn/config/series/6950.html#pvareaid=3454437
65,https://www.autohome.com.cn/65,https://www.autohome.com.cn/config/series/65.html#pvareaid=3454437
7730,https://www.autohome.com.cn/7730,https://www.autohome.com.cn/config/series/7730.html#pvareaid=3454437
7305,https://www.autohome.com.cn/7305,https://www.autohome.com.cn/config/series/7305.html#pvareaid=3454437
7045,https://www.autohome.com.cn/7045,https://www.autohome.com.cn/config/series/7045.html#pvareaid=3454437
6817,https://www.autohome.com.cn/6817,https://www.autohome.com.cn/config/series/6817.html#pvareaid=3454437
7298,https://www.autohome.com.cn/7298,https://www.autohome.com.cn/config/series/7298.html#pvareaid=3454437
7975,https://www.autohome.com.cn/7975,https://www.autohome.com.cn/config/series/7975.html#pvareaid=3454437
5761,https://www.autohome.com.cn/5761,https://www.autohome.com.cn/config/series/5761.html#pvareaid=3454437
2123,https://www.autohome.com.cn/2123,https://www.autohome.com.cn/config/series/2123.html#pvareaid=3454437
633,https://www.autohome.com.cn/633,https://www.autohome.com.cn/config/series/633.html#pvareaid=3454437
6298,https://www.autohome.com.cn/6298,https://www.autohome.com.cn/config/series/6298.html#pvareaid=3454437
7982,https://www.autohome.com.cn/7982,https://www.autohome.com.cn/config/series/7982.html#pvareaid=3454437
564,https://www.autohome.com.cn/564,https://www.autohome.com.cn/config/series/564.html#pvareaid=3454437
7552,https://www.autohome.com.cn/7552,https://www.autohome.com.cn/config/series/7552.html#pvareaid=3454437
7207,https://www.autohome.com.cn/7207,https://www.autohome.com.cn/config/series/7207.html#pvareaid=3454437
7877,https://www.autohome.com.cn/7877,https://www.autohome.com.cn/config/series/7877.html#pvareaid=3454437
7652,https://www.autohome.com.cn/7652,https://www.autohome.com.cn/config/series/7652.html#pvareaid=3454437
6337,https://www.autohome.com.cn/6337,https://www.autohome.com.cn/config/series/6337.html#pvareaid=3454437
5048,https://www.autohome.com.cn/5048,https://www.autohome.com.cn/config/series/5048.html#pvareaid=3454437
4869,https://www.autohome.com.cn/4869,https://www.autohome.com.cn/config/series/4869.html#pvareaid=3454437
6272,https://www.autohome.com.cn/6272,https://www.autohome.com.cn/config/series/6272.html#pvareaid=3454437
5499,https://www.autohome.com.cn/5499,https://www.autohome.com.cn/config/series/5499.html#pvareaid=3454437
8002,https://www.autohome.com.cn/8002,https://www.autohome.com.cn/config/series/8002.html#pvareaid=3454437
7815,https://www.autohome.com.cn/7815,https://www.autohome.com.cn/config/series/7815.html#pvareaid=3454437
7649,https://www.autohome.com.cn/7649,https://www.autohome.com.cn/config/series/7649.html#pvareaid=3454437
4658,https://www.autohome.com.cn/4658,https://www.autohome.com.cn/config/series/4658.html#pvareaid=3454437
692,https://www.autohome.com.cn/692,https://www.autohome.com.cn/config/series/692.html#pvareaid=3454437
